p wcnf 416 3886 100000000000000000
100000000000000000 -209 -83 -214 -86 0
100000000000000000 -209 -83 -215 -87 0
100000000000000000 -209 -83 -216 -88 0
100000000000000000 -209 -83 -217 -89 0
100000000000000000 -209 -83 -218 -90 0
100000000000000000 -209 -83 -219 -91 0
100000000000000000 -209 -83 -220 -92 0
100000000000000000 -209 -83 -221 -93 0
100000000000000000 -209 -83 -222 -94 0
100000000000000000 -209 -83 -223 -95 0
100000000000000000 -209 -83 -224 -96 0
100000000000000000 -225 -8 -226 -2 0
100000000000000000 -225 -8 -227 -4 0
100000000000000000 -225 -8 -228 -6 0
100000000000000000 -225 -8 -229 -10 0
100000000000000000 -225 -8 -230 -12 0
100000000000000000 -225 -8 -231 -14 0
100000000000000000 -225 -8 -232 -16 0
100000000000000000 -225 -8 -233 -18 0
100000000000000000 -225 -8 -234 -20 0
100000000000000000 -225 -8 -235 -22 0
100000000000000000 -225 -8 -236 -24 0
100000000000000000 -225 -8 -237 -26 0
100000000000000000 -225 -8 -238 -28 0
100000000000000000 -225 -8 -239 -30 0
100000000000000000 -225 -8 -240 -32 0
100000000000000000 -225 -36 -226 -33 0
100000000000000000 -225 -36 -227 -34 0
100000000000000000 -225 -36 -228 -35 0
100000000000000000 -225 -36 -229 -37 0
100000000000000000 -225 -36 -230 -38 0
100000000000000000 -225 -36 -231 -39 0
100000000000000000 -225 -36 -232 -40 0
100000000000000000 -225 -36 -233 -41 0
100000000000000000 -225 -36 -234 -42 0
100000000000000000 -225 -36 -235 -43 0
100000000000000000 -225 -36 -236 -44 0
100000000000000000 -225 -36 -237 -45 0
100000000000000000 -225 -36 -238 -46 0
100000000000000000 -225 -36 -239 -47 0
100000000000000000 -225 -36 -240 -48 0
100000000000000000 -225 -52 -226 -49 0
100000000000000000 -225 -52 -227 -50 0
100000000000000000 -225 -52 -228 -51 0
100000000000000000 -225 -52 -229 -53 0
100000000000000000 -225 -52 -230 -54 0
100000000000000000 -225 -52 -231 -55 0
100000000000000000 -225 -52 -232 -56 0
100000000000000000 -225 -52 -233 -57 0
100000000000000000 -225 -52 -234 -58 0
100000000000000000 -225 -52 -235 -59 0
100000000000000000 -225 -52 -236 -60 0
100000000000000000 -225 -52 -237 -61 0
100000000000000000 -225 -52 -238 -62 0
100000000000000000 -225 -52 -239 -63 0
100000000000000000 -225 -52 -240 -64 0
100000000000000000 -225 -68 -226 -65 0
100000000000000000 -225 -68 -227 -66 0
100000000000000000 -225 -68 -228 -67 0
100000000000000000 -225 -68 -229 -69 0
100000000000000000 -225 -68 -230 -70 0
100000000000000000 -225 -68 -231 -71 0
100000000000000000 -225 -68 -232 -72 0
100000000000000000 -225 -68 -233 -73 0
100000000000000000 -225 -68 -234 -74 0
100000000000000000 -225 -68 -235 -75 0
100000000000000000 -225 -68 -236 -76 0
100000000000000000 -225 -68 -237 -77 0
100000000000000000 -225 -68 -238 -78 0
100000000000000000 -225 -68 -239 -79 0
100000000000000000 -225 -68 -240 -80 0
100000000000000000 -225 -84 -226 -81 0
100000000000000000 -225 -84 -227 -82 0
100000000000000000 -225 -84 -228 -83 0
100000000000000000 -225 -84 -229 -85 0
100000000000000000 -225 -84 -230 -86 0
100000000000000000 -225 -84 -231 -87 0
100000000000000000 -225 -84 -232 -88 0
100000000000000000 -225 -84 -233 -89 0
100000000000000000 -225 -84 -234 -90 0
100000000000000000 -225 -84 -235 -91 0
100000000000000000 -225 -84 -236 -92 0
100000000000000000 -225 -84 -237 -93 0
100000000000000000 -225 -84 -238 -94 0
100000000000000000 -225 -84 -239 -95 0
100000000000000000 -225 -84 -240 -96 0
100000000000000000 -241 -8 -242 -2 0
100000000000000000 -241 -8 -243 -4 0
100000000000000000 -241 -8 -244 -6 0
100000000000000000 -241 -8 -245 -10 0
100000000000000000 -241 -8 -246 -12 0
100000000000000000 -241 -8 -247 -14 0
100000000000000000 -241 -8 -248 -16 0
100000000000000000 -241 -8 -249 -18 0
100000000000000000 -241 -8 -250 -20 0
100000000000000000 -241 -8 -251 -22 0
100000000000000000 -241 -8 -252 -24 0
100000000000000000 -241 -8 -253 -26 0
100000000000000000 -241 -8 -254 -28 0
100000000000000000 -241 -8 -255 -30 0
100000000000000000 -241 -8 -256 -32 0
100000000000000000 -241 -36 -242 -33 0
100000000000000000 -241 -36 -243 -34 0
100000000000000000 -241 -36 -244 -35 0
100000000000000000 -241 -36 -245 -37 0
100000000000000000 -241 -36 -246 -38 0
100000000000000000 -241 -36 -247 -39 0
100000000000000000 -241 -36 -248 -40 0
100000000000000000 -241 -36 -249 -41 0
100000000000000000 -241 -36 -250 -42 0
100000000000000000 -241 -36 -251 -43 0
100000000000000000 -241 -36 -252 -44 0
100000000000000000 -241 -36 -253 -45 0
100000000000000000 -241 -36 -254 -46 0
100000000000000000 -241 -36 -255 -47 0
100000000000000000 -241 -36 -256 -48 0
100000000000000000 -241 -52 -242 -49 0
100000000000000000 -241 -52 -243 -50 0
100000000000000000 -241 -52 -244 -51 0
100000000000000000 -241 -52 -245 -53 0
100000000000000000 -241 -52 -246 -54 0
100000000000000000 -241 -52 -247 -55 0
100000000000000000 -241 -52 -248 -56 0
100000000000000000 -241 -52 -249 -57 0
100000000000000000 -241 -52 -250 -58 0
100000000000000000 -241 -52 -251 -59 0
100000000000000000 -241 -52 -252 -60 0
100000000000000000 -241 -52 -253 -61 0
100000000000000000 -241 -52 -254 -62 0
100000000000000000 -241 -52 -255 -63 0
100000000000000000 -241 -52 -256 -64 0
100000000000000000 -241 -68 -242 -65 0
100000000000000000 -241 -68 -243 -66 0
100000000000000000 -241 -68 -244 -67 0
100000000000000000 -241 -68 -245 -69 0
100000000000000000 -241 -68 -246 -70 0
100000000000000000 -241 -68 -247 -71 0
100000000000000000 -241 -68 -248 -72 0
100000000000000000 -241 -68 -249 -73 0
100000000000000000 -241 -68 -250 -74 0
100000000000000000 -241 -68 -251 -75 0
100000000000000000 -241 -68 -252 -76 0
100000000000000000 -241 -68 -253 -77 0
100000000000000000 -241 -68 -254 -78 0
100000000000000000 -241 -68 -255 -79 0
100000000000000000 -241 -68 -256 -80 0
100000000000000000 -241 -84 -242 -81 0
100000000000000000 -241 -84 -243 -82 0
100000000000000000 -241 -84 -244 -83 0
100000000000000000 -241 -84 -245 -85 0
100000000000000000 -241 -84 -246 -86 0
100000000000000000 -241 -84 -247 -87 0
100000000000000000 -241 -84 -248 -88 0
100000000000000000 -241 -84 -249 -89 0
100000000000000000 -241 -84 -250 -90 0
100000000000000000 -241 -84 -251 -91 0
100000000000000000 -241 -84 -252 -92 0
100000000000000000 -241 -84 -253 -93 0
100000000000000000 -241 -84 -254 -94 0
100000000000000000 -241 -84 -255 -95 0
100000000000000000 -241 -84 -256 -96 0
100000000000000000 -257 -8 -258 -2 0
100000000000000000 -257 -8 -259 -4 0
100000000000000000 -257 -8 -260 -6 0
100000000000000000 -257 -8 -261 -10 0
100000000000000000 -257 -8 -262 -12 0
100000000000000000 -257 -8 -263 -14 0
100000000000000000 -257 -8 -264 -16 0
100000000000000000 -257 -8 -265 -18 0
100000000000000000 -257 -8 -266 -20 0
100000000000000000 -257 -8 -267 -22 0
100000000000000000 -257 -8 -268 -24 0
100000000000000000 -257 -8 -269 -26 0
100000000000000000 -257 -8 -270 -28 0
100000000000000000 -257 -8 -271 -30 0
100000000000000000 -257 -8 -272 -32 0
100000000000000000 -257 -36 -258 -33 0
100000000000000000 -257 -36 -259 -34 0
100000000000000000 -257 -36 -260 -35 0
100000000000000000 -257 -36 -261 -37 0
100000000000000000 -257 -36 -262 -38 0
100000000000000000 -257 -36 -263 -39 0
100000000000000000 -257 -36 -264 -40 0
100000000000000000 -257 -36 -265 -41 0
100000000000000000 -257 -36 -266 -42 0
100000000000000000 -257 -36 -267 -43 0
100000000000000000 -257 -36 -268 -44 0
100000000000000000 -257 -36 -269 -45 0
100000000000000000 -257 -36 -270 -46 0
100000000000000000 -257 -36 -271 -47 0
100000000000000000 -257 -36 -272 -48 0
100000000000000000 -257 -52 -258 -49 0
100000000000000000 -257 -52 -259 -50 0
100000000000000000 -257 -52 -260 -51 0
100000000000000000 -257 -52 -261 -53 0
100000000000000000 -257 -52 -262 -54 0
100000000000000000 -257 -52 -263 -55 0
100000000000000000 -257 -52 -264 -56 0
100000000000000000 -257 -52 -265 -57 0
100000000000000000 -257 -52 -266 -58 0
100000000000000000 -257 -52 -267 -59 0
100000000000000000 -257 -52 -268 -60 0
100000000000000000 -257 -52 -269 -61 0
100000000000000000 -257 -52 -270 -62 0
100000000000000000 -257 -52 -271 -63 0
100000000000000000 -257 -52 -272 -64 0
100000000000000000 -257 -68 -258 -65 0
100000000000000000 -257 -68 -259 -66 0
100000000000000000 -257 -68 -260 -67 0
100000000000000000 -257 -68 -261 -69 0
100000000000000000 -257 -68 -262 -70 0
100000000000000000 -257 -68 -263 -71 0
100000000000000000 -257 -68 -264 -72 0
100000000000000000 -257 -68 -265 -73 0
100000000000000000 -257 -68 -266 -74 0
100000000000000000 -257 -68 -267 -75 0
100000000000000000 -257 -68 -268 -76 0
100000000000000000 -257 -68 -269 -77 0
100000000000000000 -257 -68 -270 -78 0
100000000000000000 -257 -68 -271 -79 0
100000000000000000 -257 -68 -272 -80 0
100000000000000000 -257 -84 -258 -81 0
100000000000000000 -257 -84 -259 -82 0
100000000000000000 -257 -84 -260 -83 0
100000000000000000 -257 -84 -261 -85 0
100000000000000000 -257 -84 -262 -86 0
100000000000000000 -257 -84 -263 -87 0
100000000000000000 -257 -84 -264 -88 0
100000000000000000 -257 -84 -265 -89 0
100000000000000000 -257 -84 -266 -90 0
100000000000000000 -257 -84 -267 -91 0
100000000000000000 -257 -84 -268 -92 0
100000000000000000 -257 -84 -269 -93 0
100000000000000000 -257 -84 -270 -94 0
100000000000000000 -257 -84 -271 -95 0
100000000000000000 -257 -84 -272 -96 0
100000000000000000 -213 -273 -210 -274 0
100000000000000000 -213 -273 -211 -275 0
100000000000000000 -213 -273 -209 -276 0
100000000000000000 -213 -273 -212 -277 0
100000000000000000 -213 -273 -214 -278 0
100000000000000000 -213 -273 -215 -279 0
100000000000000000 -213 -273 -216 -280 0
100000000000000000 -213 -273 -217 -281 0
100000000000000000 -213 -273 -218 -282 0
100000000000000000 -213 -273 -219 -283 0
100000000000000000 -213 -273 -220 -284 0
100000000000000000 -213 -273 -221 -285 0
100000000000000000 -213 -273 -222 -286 0
100000000000000000 -213 -273 -223 -287 0
100000000000000000 -213 -273 -224 -288 0
100000000000000000 -213 -212 0
100000000000000000 -213 -289 -210 -290 0
100000000000000000 -213 -289 -211 -291 0
100000000000000000 -213 -289 -209 -292 0
100000000000000000 -213 -289 -212 -293 0
100000000000000000 -213 -289 -214 -294 0
100000000000000000 -213 -289 -215 -295 0
100000000000000000 -213 -289 -216 -296 0
100000000000000000 -213 -289 -217 -297 0
100000000000000000 -213 -289 -218 -298 0
100000000000000000 -213 -289 -219 -299 0
100000000000000000 -213 -289 -220 -300 0
100000000000000000 -213 -289 -221 -301 0
100000000000000000 -213 -289 -222 -302 0
100000000000000000 -213 -289 -223 -303 0
100000000000000000 -213 -289 -224 -304 0
100000000000000000 -213 -212 0
100000000000000000 -213 -305 -210 -306 0
100000000000000000 -213 -305 -211 -307 0
100000000000000000 -213 -305 -209 -308 0
100000000000000000 -213 -305 -212 -309 0
100000000000000000 -213 -305 -214 -310 0
100000000000000000 -213 -305 -215 -311 0
100000000000000000 -213 -305 -216 -312 0
100000000000000000 -213 -305 -217 -313 0
100000000000000000 -213 -305 -218 -314 0
100000000000000000 -213 -305 -219 -315 0
100000000000000000 -213 -305 -220 -316 0
100000000000000000 -213 -305 -221 -317 0
100000000000000000 -213 -305 -222 -318 0
100000000000000000 -213 -305 -223 -319 0
100000000000000000 -213 -305 -224 -320 0
100000000000000000 -213 -212 0
100000000000000000 -213 -273 -210 -274 0
100000000000000000 -213 -273 -211 -275 0
100000000000000000 -213 -273 -209 -276 0
100000000000000000 -213 -273 -212 -277 0
100000000000000000 -213 -273 -214 -278 0
100000000000000000 -213 -273 -215 -279 0
100000000000000000 -213 -273 -216 -280 0
100000000000000000 -213 -273 -217 -281 0
100000000000000000 -213 -273 -218 -282 0
100000000000000000 -213 -273 -219 -283 0
100000000000000000 -213 -273 -220 -284 0
100000000000000000 -213 -273 -221 -285 0
100000000000000000 -213 -273 -222 -286 0
100000000000000000 -213 -273 -223 -287 0
100000000000000000 -213 -273 -224 -288 0
100000000000000000 -213 -212 0
100000000000000000 -213 -289 -210 -290 0
100000000000000000 -213 -289 -211 -291 0
100000000000000000 -213 -289 -209 -292 0
100000000000000000 -213 -289 -212 -293 0
100000000000000000 -213 -289 -214 -294 0
100000000000000000 -213 -289 -215 -295 0
100000000000000000 -213 -289 -216 -296 0
100000000000000000 -213 -289 -217 -297 0
100000000000000000 -213 -289 -218 -298 0
100000000000000000 -213 -289 -219 -299 0
100000000000000000 -213 -289 -220 -300 0
100000000000000000 -213 -289 -221 -301 0
100000000000000000 -213 -289 -222 -302 0
100000000000000000 -213 -289 -223 -303 0
100000000000000000 -213 -289 -224 -304 0
100000000000000000 -213 -212 0
100000000000000000 -213 -305 -210 -306 0
100000000000000000 -213 -305 -211 -307 0
100000000000000000 -213 -305 -209 -308 0
100000000000000000 -213 -305 -212 -309 0
100000000000000000 -213 -305 -214 -310 0
100000000000000000 -213 -305 -215 -311 0
100000000000000000 -213 -305 -216 -312 0
100000000000000000 -213 -305 -217 -313 0
100000000000000000 -213 -305 -218 -314 0
100000000000000000 -213 -305 -219 -315 0
100000000000000000 -213 -305 -220 -316 0
100000000000000000 -213 -305 -221 -317 0
100000000000000000 -213 -305 -222 -318 0
100000000000000000 -213 -305 -223 -319 0
100000000000000000 -213 -305 -224 -320 0
100000000000000000 -213 -212 0
100000000000000000 -117 -273 -113 -274 0
100000000000000000 -117 -273 -114 -275 0
100000000000000000 -117 -273 -115 -276 0
100000000000000000 -117 -273 -116 -277 0
100000000000000000 -117 -273 -118 -278 0
100000000000000000 -117 -273 -119 -279 0
100000000000000000 -117 -273 -120 -280 0
100000000000000000 -117 -273 -121 -281 0
100000000000000000 -117 -273 -122 -282 0
100000000000000000 -117 -273 -123 -283 0
100000000000000000 -117 -273 -124 -284 0
100000000000000000 -117 -273 -125 -285 0
100000000000000000 -117 -273 -126 -286 0
100000000000000000 -117 -273 -127 -287 0
100000000000000000 -117 -273 -128 -288 0
100000000000000000 -117 -116 0
100000000000000000 -117 -289 -113 -290 0
100000000000000000 -117 -289 -114 -291 0
100000000000000000 -117 -289 -115 -292 0
100000000000000000 -117 -289 -116 -293 0
100000000000000000 -117 -289 -118 -294 0
100000000000000000 -117 -289 -119 -295 0
100000000000000000 -117 -289 -120 -296 0
100000000000000000 -117 -289 -121 -297 0
100000000000000000 -117 -289 -122 -298 0
100000000000000000 -117 -289 -123 -299 0
100000000000000000 -117 -289 -124 -300 0
100000000000000000 -117 -289 -125 -301 0
100000000000000000 -117 -289 -126 -302 0
100000000000000000 -117 -289 -127 -303 0
100000000000000000 -117 -289 -128 -304 0
100000000000000000 -117 -116 0
100000000000000000 -117 -305 -113 -306 0
100000000000000000 -117 -305 -114 -307 0
100000000000000000 -117 -305 -115 -308 0
100000000000000000 -117 -305 -116 -309 0
100000000000000000 -117 -305 -118 -310 0
100000000000000000 -117 -305 -119 -311 0
100000000000000000 -117 -305 -120 -312 0
100000000000000000 -117 -305 -121 -313 0
100000000000000000 -117 -305 -122 -314 0
100000000000000000 -117 -305 -123 -315 0
100000000000000000 -117 -305 -124 -316 0
100000000000000000 -117 -305 -125 -317 0
100000000000000000 -117 -305 -126 -318 0
100000000000000000 -117 -305 -127 -319 0
100000000000000000 -117 -305 -128 -320 0
100000000000000000 -117 -116 0
100000000000000000 -150 -12 -146 -2 0
100000000000000000 -150 -12 -145 -4 0
100000000000000000 -150 -12 -147 -6 0
100000000000000000 -150 -12 -148 -8 0
100000000000000000 -150 -12 -149 -10 0
100000000000000000 -150 -12 -151 -14 0
100000000000000000 -150 -12 -152 -16 0
100000000000000000 -150 -12 -153 -18 0
100000000000000000 -150 -12 -154 -20 0
100000000000000000 -150 -12 -155 -22 0
100000000000000000 -150 -12 -156 -24 0
100000000000000000 -150 -12 -157 -26 0
100000000000000000 -150 -12 -158 -28 0
100000000000000000 -150 -12 -159 -30 0
100000000000000000 -150 -12 -160 -32 0
100000000000000000 -150 -38 -146 -33 0
100000000000000000 -150 -38 -145 -34 0
100000000000000000 -150 -38 -147 -35 0
100000000000000000 -150 -38 -148 -36 0
100000000000000000 -150 -38 -149 -37 0
100000000000000000 -150 -38 -151 -39 0
100000000000000000 -150 -38 -152 -40 0
100000000000000000 -150 -38 -153 -41 0
100000000000000000 -150 -38 -154 -42 0
100000000000000000 -150 -38 -155 -43 0
100000000000000000 -150 -38 -156 -44 0
100000000000000000 -150 -38 -157 -45 0
100000000000000000 -150 -38 -158 -46 0
100000000000000000 -150 -38 -159 -47 0
100000000000000000 -150 -38 -160 -48 0
100000000000000000 -150 -54 -146 -49 0
100000000000000000 -150 -54 -145 -50 0
100000000000000000 -150 -54 -147 -51 0
100000000000000000 -150 -54 -148 -52 0
100000000000000000 -150 -54 -149 -53 0
100000000000000000 -150 -54 -151 -55 0
100000000000000000 -150 -54 -152 -56 0
100000000000000000 -150 -54 -153 -57 0
100000000000000000 -150 -54 -154 -58 0
100000000000000000 -150 -54 -155 -59 0
100000000000000000 -150 -54 -156 -60 0
100000000000000000 -150 -54 -157 -61 0
100000000000000000 -150 -54 -158 -62 0
100000000000000000 -150 -54 -159 -63 0
100000000000000000 -150 -54 -160 -64 0
100000000000000000 -150 -70 -146 -65 0
100000000000000000 -150 -70 -145 -66 0
100000000000000000 -150 -70 -147 -67 0
100000000000000000 -150 -70 -148 -68 0
100000000000000000 -150 -70 -149 -69 0
100000000000000000 -150 -70 -151 -71 0
100000000000000000 -150 -70 -152 -72 0
100000000000000000 -150 -70 -153 -73 0
100000000000000000 -150 -70 -154 -74 0
100000000000000000 -150 -70 -155 -75 0
100000000000000000 -150 -70 -156 -76 0
100000000000000000 -150 -70 -157 -77 0
100000000000000000 -150 -70 -158 -78 0
100000000000000000 -150 -70 -159 -79 0
100000000000000000 -150 -70 -160 -80 0
100000000000000000 -150 -321 -146 -322 0
100000000000000000 -150 -321 -145 -323 0
100000000000000000 -150 -321 -147 -324 0
100000000000000000 -150 -321 -148 -325 0
100000000000000000 -150 -321 -149 -326 0
100000000000000000 -150 -321 -151 -327 0
100000000000000000 -150 -321 -152 -328 0
100000000000000000 -150 -321 -153 -329 0
100000000000000000 -150 -321 -154 -330 0
100000000000000000 -150 -321 -155 -331 0
100000000000000000 -150 -321 -156 -332 0
100000000000000000 -150 -321 -157 -333 0
100000000000000000 -150 -321 -158 -334 0
100000000000000000 -150 -321 -159 -335 0
100000000000000000 -150 -321 -160 -336 0
100000000000000000 -150 -86 -146 -81 0
100000000000000000 -150 -86 -145 -82 0
100000000000000000 -150 -86 -147 -83 0
100000000000000000 -150 -86 -148 -84 0
100000000000000000 -150 -86 -149 -85 0
100000000000000000 -150 -86 -151 -87 0
100000000000000000 -150 -86 -152 -88 0
100000000000000000 -150 -86 -153 -89 0
100000000000000000 -150 -86 -154 -90 0
100000000000000000 -150 -86 -155 -91 0
100000000000000000 -150 -86 -156 -92 0
100000000000000000 -150 -86 -157 -93 0
100000000000000000 -150 -86 -158 -94 0
100000000000000000 -150 -86 -159 -95 0
100000000000000000 -150 -86 -160 -96 0
100000000000000000 -102 -12 -97 -2 0
100000000000000000 -102 -12 -98 -4 0
100000000000000000 -102 -12 -99 -6 0
100000000000000000 -102 -12 -100 -8 0
100000000000000000 -102 -12 -101 -10 0
100000000000000000 -102 -12 -103 -14 0
100000000000000000 -102 -12 -104 -16 0
100000000000000000 -102 -12 -105 -18 0
100000000000000000 -102 -12 -106 -20 0
100000000000000000 -102 -12 -107 -22 0
100000000000000000 -102 -12 -108 -24 0
100000000000000000 -102 -12 -109 -26 0
100000000000000000 -102 -12 -110 -28 0
100000000000000000 -102 -12 -111 -30 0
100000000000000000 -102 -12 -112 -32 0
100000000000000000 -102 -38 -97 -33 0
100000000000000000 -102 -38 -98 -34 0
100000000000000000 -102 -38 -99 -35 0
100000000000000000 -102 -38 -100 -36 0
100000000000000000 -102 -38 -101 -37 0
100000000000000000 -102 -38 -103 -39 0
100000000000000000 -102 -38 -104 -40 0
100000000000000000 -102 -38 -105 -41 0
100000000000000000 -102 -38 -106 -42 0
100000000000000000 -102 -38 -107 -43 0
100000000000000000 -102 -38 -108 -44 0
100000000000000000 -102 -38 -109 -45 0
100000000000000000 -102 -38 -110 -46 0
100000000000000000 -102 -38 -111 -47 0
100000000000000000 -102 -38 -112 -48 0
100000000000000000 -102 -54 -97 -49 0
100000000000000000 -102 -54 -98 -50 0
100000000000000000 -102 -54 -99 -51 0
100000000000000000 -102 -54 -100 -52 0
100000000000000000 -102 -54 -101 -53 0
100000000000000000 -102 -54 -103 -55 0
100000000000000000 -102 -54 -104 -56 0
100000000000000000 -102 -54 -105 -57 0
100000000000000000 -102 -54 -106 -58 0
100000000000000000 -102 -54 -107 -59 0
100000000000000000 -102 -54 -108 -60 0
100000000000000000 -102 -54 -109 -61 0
100000000000000000 -102 -54 -110 -62 0
100000000000000000 -102 -54 -111 -63 0
100000000000000000 -102 -54 -112 -64 0
100000000000000000 -102 -70 -97 -65 0
100000000000000000 -102 -70 -98 -66 0
100000000000000000 -102 -70 -99 -67 0
100000000000000000 -102 -70 -100 -68 0
100000000000000000 -102 -70 -101 -69 0
100000000000000000 -102 -70 -103 -71 0
100000000000000000 -102 -70 -104 -72 0
100000000000000000 -102 -70 -105 -73 0
100000000000000000 -102 -70 -106 -74 0
100000000000000000 -102 -70 -107 -75 0
100000000000000000 -102 -70 -108 -76 0
100000000000000000 -102 -70 -109 -77 0
100000000000000000 -102 -70 -110 -78 0
100000000000000000 -102 -70 -111 -79 0
100000000000000000 -102 -70 -112 -80 0
100000000000000000 -102 -321 -97 -322 0
100000000000000000 -102 -321 -98 -323 0
100000000000000000 -102 -321 -99 -324 0
100000000000000000 -102 -321 -100 -325 0
100000000000000000 -102 -321 -101 -326 0
100000000000000000 -102 -321 -103 -327 0
100000000000000000 -102 -321 -104 -328 0
100000000000000000 -102 -321 -105 -329 0
100000000000000000 -102 -321 -106 -330 0
100000000000000000 -102 -321 -107 -331 0
100000000000000000 -102 -321 -108 -332 0
100000000000000000 -102 -321 -109 -333 0
100000000000000000 -102 -321 -110 -334 0
100000000000000000 -102 -321 -111 -335 0
100000000000000000 -102 -321 -112 -336 0
100000000000000000 -102 -86 -97 -81 0
100000000000000000 -102 -86 -98 -82 0
100000000000000000 -102 -86 -99 -83 0
100000000000000000 -102 -86 -100 -84 0
100000000000000000 -102 -86 -101 -85 0
100000000000000000 -102 -86 -103 -87 0
100000000000000000 -102 -86 -104 -88 0
100000000000000000 -102 -86 -105 -89 0
100000000000000000 -102 -86 -106 -90 0
100000000000000000 -102 -86 -107 -91 0
100000000000000000 -102 -86 -108 -92 0
100000000000000000 -102 -86 -109 -93 0
100000000000000000 -102 -86 -110 -94 0
100000000000000000 -102 -86 -111 -95 0
100000000000000000 -102 -86 -112 -96 0
100000000000000000 -150 -12 -146 -2 0
100000000000000000 -150 -12 -145 -4 0
100000000000000000 -150 -12 -147 -6 0
100000000000000000 -150 -12 -148 -8 0
100000000000000000 -150 -12 -149 -10 0
100000000000000000 -150 -12 -151 -14 0
100000000000000000 -150 -12 -152 -16 0
100000000000000000 -150 -12 -153 -18 0
100000000000000000 -150 -12 -154 -20 0
100000000000000000 -150 -12 -155 -22 0
100000000000000000 -150 -12 -156 -24 0
100000000000000000 -150 -12 -157 -26 0
100000000000000000 -150 -12 -158 -28 0
100000000000000000 -150 -12 -159 -30 0
100000000000000000 -150 -12 -160 -32 0
100000000000000000 -150 -38 -146 -33 0
100000000000000000 -150 -38 -145 -34 0
100000000000000000 -150 -38 -147 -35 0
100000000000000000 -150 -38 -148 -36 0
100000000000000000 -150 -38 -149 -37 0
100000000000000000 -150 -38 -151 -39 0
100000000000000000 -150 -38 -152 -40 0
100000000000000000 -150 -38 -153 -41 0
100000000000000000 -150 -38 -154 -42 0
100000000000000000 -150 -38 -155 -43 0
100000000000000000 -150 -38 -156 -44 0
100000000000000000 -150 -38 -157 -45 0
100000000000000000 -150 -38 -158 -46 0
100000000000000000 -150 -38 -159 -47 0
100000000000000000 -150 -38 -160 -48 0
100000000000000000 -150 -54 -146 -49 0
100000000000000000 -150 -54 -145 -50 0
100000000000000000 -150 -54 -147 -51 0
100000000000000000 -150 -54 -148 -52 0
100000000000000000 -150 -54 -149 -53 0
100000000000000000 -150 -54 -151 -55 0
100000000000000000 -150 -54 -152 -56 0
100000000000000000 -150 -54 -153 -57 0
100000000000000000 -150 -54 -154 -58 0
100000000000000000 -150 -54 -155 -59 0
100000000000000000 -150 -54 -156 -60 0
100000000000000000 -150 -54 -157 -61 0
100000000000000000 -150 -54 -158 -62 0
100000000000000000 -150 -54 -159 -63 0
100000000000000000 -150 -54 -160 -64 0
100000000000000000 -150 -70 -146 -65 0
100000000000000000 -150 -70 -145 -66 0
100000000000000000 -150 -70 -147 -67 0
100000000000000000 -150 -70 -148 -68 0
100000000000000000 -150 -70 -149 -69 0
100000000000000000 -150 -70 -151 -71 0
100000000000000000 -150 -70 -152 -72 0
100000000000000000 -150 -70 -153 -73 0
100000000000000000 -150 -70 -154 -74 0
100000000000000000 -150 -70 -155 -75 0
100000000000000000 -150 -70 -156 -76 0
100000000000000000 -150 -70 -157 -77 0
100000000000000000 -150 -70 -158 -78 0
100000000000000000 -150 -70 -159 -79 0
100000000000000000 -150 -70 -160 -80 0
100000000000000000 -150 -321 -146 -322 0
100000000000000000 -150 -321 -145 -323 0
100000000000000000 -150 -321 -147 -324 0
100000000000000000 -150 -321 -148 -325 0
100000000000000000 -150 -321 -149 -326 0
100000000000000000 -150 -321 -151 -327 0
100000000000000000 -150 -321 -152 -328 0
100000000000000000 -150 -321 -153 -329 0
100000000000000000 -150 -321 -154 -330 0
100000000000000000 -150 -321 -155 -331 0
100000000000000000 -150 -321 -156 -332 0
100000000000000000 -150 -321 -157 -333 0
100000000000000000 -150 -321 -158 -334 0
100000000000000000 -150 -321 -159 -335 0
100000000000000000 -150 -321 -160 -336 0
100000000000000000 -150 -86 -146 -81 0
100000000000000000 -150 -86 -145 -82 0
100000000000000000 -150 -86 -147 -83 0
100000000000000000 -150 -86 -148 -84 0
100000000000000000 -150 -86 -149 -85 0
100000000000000000 -150 -86 -151 -87 0
100000000000000000 -150 -86 -152 -88 0
100000000000000000 -150 -86 -153 -89 0
100000000000000000 -150 -86 -154 -90 0
100000000000000000 -150 -86 -155 -91 0
100000000000000000 -150 -86 -156 -92 0
100000000000000000 -150 -86 -157 -93 0
100000000000000000 -150 -86 -158 -94 0
100000000000000000 -150 -86 -159 -95 0
100000000000000000 -150 -86 -160 -96 0
100000000000000000 -337 -279 -338 -274 0
100000000000000000 -337 -279 -339 -275 0
100000000000000000 -337 -279 -340 -276 0
100000000000000000 -337 -279 -341 -277 0
100000000000000000 -337 -279 -342 -273 0
100000000000000000 -337 -279 -343 -278 0
100000000000000000 -337 -279 -344 -280 0
100000000000000000 -337 -279 -345 -281 0
100000000000000000 -337 -279 -346 -282 0
100000000000000000 -337 -279 -347 -283 0
100000000000000000 -337 -279 -348 -284 0
100000000000000000 -337 -279 -349 -285 0
100000000000000000 -337 -279 -350 -286 0
100000000000000000 -337 -279 -351 -287 0
100000000000000000 -337 -279 -352 -288 0
100000000000000000 -337 -343 0
100000000000000000 -337 -353 -338 -354 0
100000000000000000 -337 -353 -339 -355 0
